país,factor_(serie),Año,Valor
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",1991,10.617
Afganistán,"Inflación, índice de deflación del PIB (% anual)",2003,11.6552
Afganistán,"Inflación, índice de deflación del PIB (% anual)",2002,6.112894736842105
Afganistán,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),2020,6.1311
Afganistán,Gasto de bolsillo per cápita (US$ actuales),2020,60.0667
Afganistán,Gasto interno privado en salud per cápita (US$ a precios actuales),2020,61.2048
Afganistán,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),2021,2.6858
Afganistán,Gasto de bolsillo per cápita (US$ actuales),2021,62.7903
Afganistán,Gasto interno privado en salud per cápita (US$ a precios actuales),2021,62.9002
Afganistán,"Esperanza de vida al nacer, total (años)",2008,59.852
Afganistán,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),2022,2.46361
Afganistán,Gasto interno privado en salud per cápita (US$ a precios actuales),2022,37.80017
Afganistán,"Esperanza de vida al nacer, varones (años)",2007,57.342
Afganistán,"Esperanza de vida al nacer, mujeres (años)",2007,60.909
Afganistán,"Esperanza de vida al nacer, total (años)",2007,59.111
Afganistán,"Inflación, índice de deflación del PIB (% anual)",1987,6.112894736842105
Afganistán,"Inflación, precios al consumidor (% anual)",1987,6.124626666666667
Afganistán,Gasto de bolsillo per cápita (US$ actuales),2022,37.732205
Afganistán,"Esperanza de vida al nacer, mujeres (años)",2008,61.529
Afganistán,"Esperanza de vida al nacer, varones (años)",2008,58.172
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",1989,43.79088333333333
Afganistán,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),2017,3.4096
Afganistán,Gasto de bolsillo per cápita (US$ actuales),2017,50.5048
Afganistán,Gasto interno privado en salud per cápita (US$ a precios actuales),2017,50.5058
Afganistán,"Esperanza de vida al nacer, varones (años)",2009,58.82
Afganistán,"Esperanza de vida al nacer, mujeres (años)",2009,61.892
Afganistán,"Esperanza de vida al nacer, total (años)",2009,60.364
Afganistán,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),2018,2.7733
Afganistán,Gasto de bolsillo per cápita (US$ actuales),2018,54.3732
Afganistán,Gasto interno privado en salud per cápita (US$ a precios actuales),2018,54.4835
Afganistán,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),2019,2.4879
Afganistán,Gasto de bolsillo per cápita (US$ actuales),2019,57.0254
Afganistán,Gasto interno privado en salud per cápita (US$ a precios actuales),2019,57.0254
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",1989,13.366866666666668
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",1989,10.617
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",1989,4.7049
Afganistán,"Inflación, índice de deflación del PIB (% anual)",1988,6.112894736842105
Afganistán,"Inflación, precios al consumidor (% anual)",2002,6.124626666666667
Afganistán,"Inflación, precios al consumidor (% anual)",1988,6.124626666666667
Afganistán,"Inflación, precios al consumidor (% anual)",1989,6.124626666666667
Afganistán,"Inflación, precios al consumidor (% anual)",1996,6.124626666666667
Afganistán,"Inflación, índice de deflación del PIB (% anual)",1997,6.112894736842105
Afganistán,"Inflación, precios al consumidor (% anual)",1997,6.124626666666667
Afganistán,"Inflación, índice de deflación del PIB (% anual)",1998,6.112894736842105
Afganistán,"Inflación, precios al consumidor (% anual)",1998,6.124626666666667
Afganistán,"Inflación, índice de deflación del PIB (% anual)",1999,6.112894736842105
Afganistán,"Inflación, índice de deflación del PIB (% anual)",1996,6.112894736842105
Afganistán,"Inflación, precios al consumidor (% anual)",1999,6.124626666666667
Afganistán,"Inflación, precios al consumidor (% anual)",2000,6.124626666666667
Afganistán,"Esperanza de vida al nacer, varones (años)",2004,56.658
Afganistán,"Esperanza de vida al nacer, mujeres (años)",2004,59.216
Afganistán,"Esperanza de vida al nacer, total (años)",2004,57.944
Afganistán,"Inflación, índice de deflación del PIB (% anual)",2001,6.112894736842105
Afganistán,"Inflación, precios al consumidor (% anual)",2001,6.124626666666667
Afganistán,"Inflación, índice de deflación del PIB (% anual)",2000,6.112894736842105
Afganistán,"Esperanza de vida al nacer, total (años)",2005,58.361
Afganistán,"Esperanza de vida al nacer, mujeres (años)",2005,59.697
Afganistán,"Esperanza de vida al nacer, varones (años)",2005,57.013
Afganistán,"Inflación, índice de deflación del PIB (% anual)",1990,6.112894736842105
Afganistán,"Inflación, precios al consumidor (% anual)",1990,6.124626666666667
Afganistán,"Esperanza de vida al nacer, varones (años)",2006,57.133
Afganistán,"Esperanza de vida al nacer, mujeres (años)",2006,60.243
Afganistán,"Esperanza de vida al nacer, total (años)",2006,58.684
Afganistán,"Inflación, índice de deflación del PIB (% anual)",1991,6.112894736842105
Afganistán,"Inflación, precios al consumidor (% anual)",1991,6.124626666666667
Afganistán,"Inflación, índice de deflación del PIB (% anual)",1992,6.112894736842105
Afganistán,"Inflación, precios al consumidor (% anual)",1992,6.124626666666667
Afganistán,"Inflación, índice de deflación del PIB (% anual)",1993,6.112894736842105
Afganistán,"Inflación, precios al consumidor (% anual)",1993,6.124626666666667
Afganistán,"Inflación, índice de deflación del PIB (% anual)",1994,6.112894736842105
Afganistán,"Inflación, precios al consumidor (% anual)",1994,6.124626666666667
Afganistán,"Inflación, índice de deflación del PIB (% anual)",1995,6.112894736842105
Afganistán,"Inflación, precios al consumidor (% anual)",1995,6.124626666666667
Afganistán,"Inflación, índice de deflación del PIB (% anual)",1989,6.112894736842105
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",1991,4.7049
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",1991,43.79088333333333
Afganistán,"Esperanza de vida al nacer, varones (años)",1994,49.531
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",1994,43.79088333333333
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",2007,43.79088333333333
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",2007,4.7049
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2007,10.617
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2007,13.366866666666668
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",2006,43.79088333333333
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",1994,4.7049
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",2006,4.7049
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2006,13.366866666666668
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",2005,17.3859
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",2005,4.7049
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2005,10.617
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2005,13.366866666666668
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",2004,43.79088333333333
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2006,10.617
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",1994,10.617
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",1994,13.366866666666668
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2008,13.366866666666668
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",2011,43.79088333333333
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",2011,4.7049
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2011,10.617
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2011,13.366866666666668
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",2010,43.79088333333333
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",2010,4.7049
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2010,10.617
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2010,13.366866666666668
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",2009,43.79088333333333
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",2009,4.7049
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2009,10.617
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2009,13.366866666666668
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",2008,43.79088333333333
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",2008,4.7049
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2008,10.617
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",2004,4.7049
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2012,13.366866666666668
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2004,10.617
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",2003,43.79088333333333
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",1995,13.366866666666668
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",1995,10.617
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",1995,4.7049
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",1995,43.79088333333333
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",1998,43.79088333333333
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",1998,4.7049
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",1999,13.366866666666668
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",1998,10.617
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",1997,43.79088333333333
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",1997,4.7049
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",1997,10.617
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",1997,13.366866666666668
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",1996,43.79088333333333
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",1996,4.7049
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",1998,13.366866666666668
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",1999,10.617
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",1999,4.7049
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",1999,43.79088333333333
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",2003,4.7049
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2003,10.617
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2003,13.366866666666668
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",2002,43.79088333333333
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",2002,4.7049
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2002,10.617
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2002,13.366866666666668
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",2001,43.79088333333333
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",2001,4.7049
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2001,10.617
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2001,13.366866666666668
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",2000,43.79088333333333
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",2000,4.7049
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2000,10.617
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2000,13.366866666666668
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2004,13.366866666666668
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2012,10.617
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",2012,4.7049
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",2012,43.79088333333333
Afganistán,"Esperanza de vida al nacer, total (años)",1988,43.958
Afganistán,"Esperanza de vida al nacer, varones (años)",1987,36.739
Afganistán,"Esperanza de vida al nacer, mujeres (años)",1987,43.453
Afganistán,"Esperanza de vida al nacer, total (años)",1987,39.844
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",1992,13.366866666666668
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",1992,10.617
Afganistán,"Esperanza de vida al nacer, mujeres (años)",1988,46.569
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",1992,4.7049
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",2022,43.79088333333333
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",2022,4.7049
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2022,12.5973
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2022,15.3429
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",2021,43.79088333333333
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",2021,4.7049
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",1992,43.79088333333333
Afganistán,"Esperanza de vida al nacer, varones (años)",1988,41.572
Afganistán,"Esperanza de vida al nacer, total (años)",1989,45.158
Afganistán,"Esperanza de vida al nacer, mujeres (años)",1989,47.61
Afganistán,"Esperanza de vida al nacer, mujeres (años)",1994,53.544
Afganistán,"Esperanza de vida al nacer, total (años)",1994,51.495
Afganistán,"Esperanza de vida al nacer, varones (años)",1993,50.216
Afganistán,"Esperanza de vida al nacer, mujeres (años)",1993,52.739
Afganistán,"Esperanza de vida al nacer, total (años)",1993,51.466
Afganistán,"Esperanza de vida al nacer, varones (años)",1992,45.07
Afganistán,"Esperanza de vida al nacer, mujeres (años)",1992,50.32
Afganistán,"Esperanza de vida al nacer, total (años)",1992,47.596
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",1996,10.617
Afganistán,"Esperanza de vida al nacer, mujeres (años)",1991,49.144
Afganistán,"Esperanza de vida al nacer, total (años)",1991,46.663
Afganistán,"Esperanza de vida al nacer, varones (años)",1990,43.709
Afganistán,"Esperanza de vida al nacer, mujeres (años)",1990,48.397
Afganistán,"Esperanza de vida al nacer, total (años)",1990,45.967
Afganistán,"Esperanza de vida al nacer, varones (años)",1989,42.891
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2021,9.4613
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2021,11.6319
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",2020,43.79088333333333
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",2020,4.7049
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",2015,4.7049
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2015,9.7924
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2015,13.1258
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",1993,13.366866666666668
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",1993,10.617
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",1993,4.7049
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",1993,21.6861
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",2014,43.79088333333333
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",2014,4.7049
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2014,10.617
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2014,13.366866666666668
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",2013,43.79088333333333
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",2013,4.7049
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2013,10.617
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2013,13.366866666666668
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",2015,43.79088333333333
Afganistán,Gasto interno privado en salud per cápita (US$ a precios actuales),2016,46.7139
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2016,13.366866666666668
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",2016,4.7049
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2020,10.617
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2020,13.366866666666668
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",2019,59.7218
Afganistán,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",2019,4.7049
Afganistán,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2019,10.617
Afganistán,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",2019,13.366866666666668
Afganistán,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",2018,56.7369
