país,codigo_pais,factor_(serie),codigo_serie,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Austria,AUT,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,52.0651,,,,,,,,,,,,,,74.2022,,73.5906,72.4695,75.8102,76.5561,76.4277,76.9751,77.3064,78.4266,79.0129,79.369,79.6626,,80.674,,,
Austria,AUT,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,6.1045,,,,,,,,,,,,,,23.837,,23.867,23.5958,25.6225,26.1674,26.3388,26.9906,27.8276,27.9757,29.1428,29.9816,30.6284,,32.118,,,
Austria,AUT,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,,,,,,101.3309,102.2359,,,102.5262,102.7783,102.9957,102.4618,100.8644,101.9843,100.1577,100.0143,98.4089,99.813,95.8072,98.5185,96.509,97.7948,96.1188,99.6849,
Brasil,BRA,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,37.75,39.22,40.84,42.11,43.13,45.25,47.25,49.29,50.12,50.6152,53.49,54.52,55.76,56.25,57.49,60.09,60.64,61.81,62.99,65.2,66.24,
Brasil,BRA,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,25.26,26.78,28.09,29.27,30.45,32.31,33.62,35.41,37.02,35.9227,39.35,40.61,41.8,42.52,43.73,46.99,47.54,49.2,50.24,52.89,53.54,
Brasil,BRA,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brasil,BRA,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,37.1231,,,,,46.5011,46.5658,47.0927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,7.9382,2.0362,,,,,,,8.4883,,,,12.6708,14.0015,,,
Burkina Faso,BFA,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,,,,,,4.0073,0.4951,,,,,,,2.8055,,,,6.1525,7.8217,,,
Burkina Faso,BFA,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,,,1.8358,0.2671,,,,,,,0.0,,,,3.0102,,,,
Burkina Faso,BFA,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,4.1818,4.9037,5.0818,5.1251,5.6875,5.6637,5.8574,,,,,,6.2935,7.0387,,7.5602,,9.2961,10.3323,11.1299,14.083,15.0231,16.0268,17.6358,19.6219,20.9734,24.269,26.5352,29.5893,36.383,42.2713,40.4124,40.3846,37.5703,30.7038
China,CHN,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,36.4,,,,,,,,,,52.2604,,,,,,,,,,65.3229,,,,,,,,,,,,
China,CHN,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,,,,,,,,,,22.316,,,,,,,,,,,,
China,CHN,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,2.0,,,,,,,,,,4.268,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,56.7808,58.0583,62.9394,64.8499,61.4827,61.9972,61.8718,64.1015,,,,,,,,,,103.2034,102.8396,102.4184,102.2987,105.2924,104.8971,,,,,,,,,,
Canadá,CAN,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,83.6178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canadá,CAN,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,49.3545,,,,,,,,,,67.7451,,,,,79.4034,,,,,82.749,,,,,84.4692,,,,,,
Canadá,CAN,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,,,55.9819,,,,,59.6403,,,,,60.4143,,,,,,
Canadá,CAN,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camboya,KHM,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,15.2122,16.9529,15.5048,,,,,12.1802,12.3361,,,,18.9762,,22.1205,
Camboya,KHM,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,,,,,,,6.4241,,6.2635,,,,,10.0713,9.2968,,,,9.4181,,11.5268,
Camboya,KHM,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,,,,1.8319,1.8541,2.042,,,,,5.9301,5.8321,,,,,,,
Camboya,KHM,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,17.8572,,24.848,,17.9851,24.6483,28.8007,31.7933,35.1438,38.1612,43.7711,49.5952,,53.8131,51.9901,52.6335,45.2458,45.5666,48.0836,47.2065,51.3535,54.1561,55.3017,57.9216,58.2855,62.2023
Chad,TCD,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,10.0444,,,,,,,,,,8.839,,,
Chad,TCD,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,,,,5.52,,,,,5.1044,,,,,,,,,,4.5569,,,
Chad,TCD,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,4.1964,3.9901,4.6469,4.5768,,,6.3514,6.0739,6.8635,,,,8.8617,,10.5431,10.5343,10.9649,,11.966,,,17.0886,16.8069,17.2196,15.8636,17.8208,,15.2224,15.5208,15.7409,15.6737,,,19.1755,
Dinamarca,DNK,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,96.5687,,,,,,,,,,,,99.7319,,,,99.4006,,96.9065,96.3841,96.8822,99.6436,99.5849,91.4856,92.0676,92.4496,,93.8091,,95.1527,,
Dinamarca,DNK,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,57.8362,,,58.1619,60.0422,,,,,,,,84.2632,82.2785,,,75.8242,78.7899,72.6581,72.2303,73.1236,76.0024,76.5491,76.835,77.7491,78.1844,,79.2777,,79.3219,,
Dinamarca,DNK,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,30.6871,32.2839,32.9677,33.2942,34.8797,35.7637,,37.1166,,38.0219,,
Dinamarca,DNK,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,98.1566,98.3562,95.8233,97.3282,97.9224,99.5459,99.2519,100.2437,99.4763,100.4707,99.8799,101.5834,101.9493,100.3757,
Ecuador,ECU,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,35.9105,,,,,,,,,,,41.5,,41.37,,42.54,42.89,43.15,43.15,43.12,44.78,45.38,46.87,47.97,48.91,52.23,51.98,52.85,50.99,51.84,52.56,54.23,54.1242
Ecuador,ECU,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,35.9105,,,,,,,,,,,31.72,,31.87,,33.01,33.11,33.25,33.21,34.04,34.91,35.9,37.86,38.64,38.52,42.23,42.26,43.46,42.28,42.89,43.35,45.43,45.3999
Ecuador,ECU,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,,,,11.4476,10.9389,11.0748,11.3621,10.6738,12.0028,12.7312,11.7284,13.6029,13.4827,13.9573,,,13.9266,14.6872,14.2914
Ecuador,ECU,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,46.7027,,,,,54.6508,55.1088,54.8217,55.4226,55.7594,57.1175,59.3303,61.0023,63.0507,,78.5178,84.4529,82.4442,84.5984,92.0762,99.0324,101.7779,100.9348,98.0319,96.9423,95.7784,101.9055,103.8007,96.8461
Emiratos Árabes Unidos,ARE,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,62.7001,,,,,,,,,,,70.7104,78.9894,82.8856,84.1677,,84.4322,
Emiratos Árabes Unidos,ARE,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,,,,,47.1062,,,,,,,,,,,53.0705,67.123,69.1402,71.5238,,73.4796,
Emiratos Árabes Unidos,ARE,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,,22.5848,,,,,,,,,,,43.4736,52.5691,55.4657,54.0927,,55.1919,
Emiratos Árabes Unidos,ARE,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,53.9461,51.2426,54.4567,56.5308,59.2646,63.2385,66.6496,76.3063,79.9252,,67.6244,,,67.0134,74.0905,81.7808,87.4766,94.0443,92.4625,80.2479,65.3152,,53.0278,53.9631,56.9848,56.0763,58.7969,62.9119,,,,,129.9537,111.6907,,
"Egipto, República Árabe de",EGY,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,47.7125,,,,,,,,,,44.4307,,,,,,,,,,,72.9591,,,,,
"Egipto, República Árabe de",EGY,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,,,,,,40.3803,,,,,,,,,,,67.1565,,,,,
"Egipto, República Árabe de",EGY,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,6.4748,,,,,,,,,,16.4161,,,,,,,,,,,12.985,,,,,
"Egipto, República Árabe de",EGY,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,65.4923,,,,,,,,82.441,78.6282,76.4508,,,,,67.522,,,,73.1651,72.2138,,76.4384,75.0552,76.4259,80.293,80.0931,86.1106,
Cuba,CUB,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,68.7751,,,,,,,,,,81.1481,,,,,,,80.2341,,,
Cuba,CUB,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,,40.3534,,,,,,,,,,57.4055,,,,,,,55.3308,,,
Cuba,CUB,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,9.359,,,,,,,,,,30.6935,,,,,,,,,,
Cuba,CUB,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,76.5255,79.9939,84.1663,85.5856,89.2235,82.8455,78.909,79.2537,76.0322,75.6837,80.2662,,81.4551,93.5096,84.8513,90.5963,92.8381,91.7412,96.6388,93.7919,92.7613,94.6474,94.9708,94.6431,87.2601,92.8324,91.5236,91.2009,87.3252,86.2761,89.8325,91.1741,91.0324,91.1084,88.1435,87.7391
Costa Rica,CRI,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,37.41,38.53,38.73,39.85,40.12,41.49,42.22,42.63,41.44,42.84,43.66,44.97,46.32,44.5,44.47,45.68,46.06,47.43,47.16,49.2,
Costa Rica,CRI,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,,29.06,30.02,29.86,30.88,31.28,32.19,33.2,33.49,33.59,34.47,35.25,36.41,37.67,35.73,36.1,36.65,37.32,38.39,38.67,40.04,
Costa Rica,CRI,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,CRI,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,26.1487,27.1109,26.0802,28.1752,29.4164,31.7673,30.1308,31.6186,31.8761,31.5809,,,38.1604,40.8879,42.5644,45.3189,,51.0752,56.5128,56.5477,55.8236,57.7041,53.819,52.9213,53.1978,58.6311,54.9922,55.0622,55.3024,54.0397,59.7532,66.9166,71.6437,67.0781,70.7503,
Estados Unidos,USA,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,89.6205,,,,91.179,,,,,,,,,,94.0394,93.6959,94.1919,,94.4855,94.5352,94.7695,94.9027,94.9845,95.2045,95.2635,95.335,95.5852,94.9176,96.0294,,96.4608,95.2502,
Estados Unidos,USA,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,,,,85.9773,85.1918,85.751,,86.6141,86.7091,87.1494,87.5909,87.6791,88.1503,88.3136,88.412,89.0924,89.8141,89.8054,,90.9405,91.3134,
Estados Unidos,USA,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estados Unidos,USA,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.8523,103.3842,103.4085,103.8459,103.4282,
España,ESP,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,34.1587,,,,,,,,,,,,,59.2617,62.5248,63.849,64.7363,65.619,66.4584,67.3895,68.7965,69.873,,73.7143,74.8149,75.7975,,77.7224,,80.7694,,
España,ESP,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,,,,37.2617,40.3894,41.4418,42.3231,42.8324,43.3348,44.2518,45.2653,45.6012,,47.2373,47.863,48.6491,,50.417,,53.2567,,
España,ESP,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,21.71,23.3822,23.6974,24.2387,24.5521,24.9322,25.7,26.5147,26.9708,,28.9789,29.2911,29.8358,,31.1616,,33.5426,,
España,ESP,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,88.3068,92.8489,91.3536,92.6777,,,94.9617,98.0629,,,,,,,,,,,,,,,80.8061,81.5258,,,,88.6862,88.9792,89.0028,90.7269,89.832,90.2218,90.4282,94.7044,
Fiji,FJI,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,45.1248,,,,,,,,,,,60.3034,,,,,,,,,,87.3066,,,,63.7159,
Fiji,FJI,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,25.5793,,,,,,,,,,,39.3296,,,,,,,,,,44.5564,,,,25.9283,
Fiji,FJI,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,8.5758,,,,,,,,,,,15.9139,,,,,,,,,,,,,,,
Fiji,FJI,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,,,,,,,79.8691,79.5372,,,,84.5501,82.6911,84.1323,89.4749,86.8528,91.2641,92.5082,91.5113,94.9893,93.3483,93.7322,95.4218,96.6632,100.1592,95.472
Finlandia,FIN,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,50.6263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
